"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Netherlands","2011","Total","Both Sexes","Eindhoven","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","216036",""
"Netherlands","2011","Total","Both Sexes","Eindhoven","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","330152",""
"Netherlands","2011","Total","Both Sexes","Emmen","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","109259",""
"Netherlands","2011","Total","Both Sexes","Enschede","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","157838",""
"Netherlands","2011","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","137071",""
"Netherlands","2011","Total","Both Sexes","Groningen","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","189991",""
"Netherlands","2011","Total","Both Sexes","Groningen","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","208506",""
"Netherlands","2011","Total","Both Sexes","Haarlem","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","150670",""
"Netherlands","2011","Total","Both Sexes","Haarlem","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","199006",""
"Netherlands","2011","Total","Both Sexes","Haarlemmermeer","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","143374",""
"Netherlands","2011","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","204182",""
"Netherlands","2011","Total","Both Sexes","Leiden","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","117915",""
"Netherlands","2011","Total","Both Sexes","Leiden","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","253200",""
"Netherlands","2011","Total","Both Sexes","Maastricht","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","119664",""
"Netherlands","2011","Total","Both Sexes","Nijmegen","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","164223",""
"Netherlands","2011","Total","Both Sexes","Rotterdam","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","610386",""
"Netherlands","2011","Total","Both Sexes","Rotterdam","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","1003088",""
"Netherlands","2011","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","639652",""
"Netherlands","2011","Total","Both Sexes","s-Hertogenbosch","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","140786",""
"Netherlands","2011","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","166440",""
"Netherlands","2011","Total","Both Sexes","The Hague","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","495083",""
"Netherlands","2011","Total","Both Sexes","Tilburg","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","206240",""
"Netherlands","2011","Total","Both Sexes","Tilburg","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","229047",""
"Netherlands","2011","Total","Both Sexes","Utrecht","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","311367",""
"Netherlands","2011","Total","Both Sexes","Utrecht","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","469712",""
"Netherlands","2011","Total","Both Sexes","Zaanstad","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","190655",""
"Netherlands","2011","Total","Both Sexes","Zoetermeer","City proper","Census - de jure - complete tabulation","Final figure, complete","2019","121911",""
"Netherlands","2011","Total","Both Sexes","Zwolle","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","120355",""
"Netherlands","2010","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2010","188160",""
"Netherlands","2010","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2010","144862",""
"Netherlands","2010","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","173674",""
"Netherlands","2010","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2010","767457",""
"Netherlands","2010","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","1053413",""
"Netherlands","2010","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2010","155726",""
"Netherlands","2010","Total","Both Sexes","Apeldoorn","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","155726",""
"Netherlands","2010","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2010","147018",""
"Netherlands","2010","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","148513",""
"Netherlands","2010","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2010","173299",""
"Netherlands","2010","Total","Both Sexes","Breda","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","173299",""
"Netherlands","2010","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2010","118480",""
"Netherlands","2010","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","236285",""
"Netherlands","2010","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2010","107756",""
"Netherlands","2010","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2010","213809",""
"Netherlands","2010","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","327245",""
"Netherlands","2010","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2010","109491",""
"Netherlands","2010","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2010","157052",""
"Netherlands","2010","Total","Both Sexes","Enschede","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","157052",""
"Netherlands","2010","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","137495",""
"Netherlands","2010","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2010","187298",""
"Netherlands","2010","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","205814",""
"Netherlands","2010","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2010","149579",""
"Netherlands","2010","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","197660",""
"Netherlands","2010","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2010","142788",""
"Netherlands","2010","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","204825",""
"Netherlands","2010","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2010","117123",""
"Netherlands","2010","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","251436",""
"Netherlands","2010","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2010","118533",""
"Netherlands","2010","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2010","162963",""
"Netherlands","2010","Total","Both Sexes","Nijmegen","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","162963",""
"Netherlands","2010","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2010","593049",""
"Netherlands","2010","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","996183",""
"Netherlands","2010","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","633201",""
"Netherlands","2010","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2010","139607",""
"Netherlands","2010","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","165007",""
"Netherlands","2010","Total","Both Sexes","The Hague","City proper","Estimate - de jure","Final figure, complete","2010","488553",""
"Netherlands","2010","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2010","204853",""
"Netherlands","2010","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","227614",""
"Netherlands","2010","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2010","307081",""
"Netherlands","2010","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","441866",""
"Netherlands","2010","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2010","145332",""
"Netherlands","2010","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2010","121532",""
"Netherlands","2010","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2010","119030",""
"Netherlands","2010","Total","Both Sexes","Zwolle","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","119030",""
"Netherlands","2009","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2009","185746",""
"Netherlands","2009","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2009","143212",""
"Netherlands","2009","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","171795",""
"Netherlands","2009","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2009","755605",""
"Netherlands","2009","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","1039029",""
"Netherlands","2009","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2009","155332",""
"Netherlands","2009","Total","Both Sexes","Apeldoorn","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","155332",""
"Netherlands","2009","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2009","145574",""
"Netherlands","2009","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","147089",""
"Netherlands","2009","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2009","171916",""
"Netherlands","2009","Total","Both Sexes","Breda","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","171916",""
"Netherlands","2009","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2009","118408",""
"Netherlands","2009","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","235883",""
"Netherlands","2009","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2009","107623",""
"Netherlands","2009","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2009","212269",""
"Netherlands","2009","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","325342",""
"Netherlands","2009","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2009","109441",""
"Netherlands","2009","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2009","156071",""
"Netherlands","2009","Total","Both Sexes","Enschede","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","156071",""
"Netherlands","2009","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","137799",""
"Netherlands","2009","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2009","184227",""
"Netherlands","2009","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","202859",""
"Netherlands","2009","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2009","148191",""
"Netherlands","2009","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","195940",""
"Netherlands","2009","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2009","142042",""
"Netherlands","2009","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","205677",""
"Netherlands","2009","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2009","116787",""
"Netherlands","2009","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","250154",""
"Netherlands","2009","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2009","118286",""
"Netherlands","2009","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2009","161817",""
"Netherlands","2009","Total","Both Sexes","Nijmegen","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","161817",""
"Netherlands","2009","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2009","587134",""
"Netherlands","2009","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","989319",""
"Netherlands","2009","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","627228",""
"Netherlands","2009","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2009","137775",""
"Netherlands","2009","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","163063",""
"Netherlands","2009","Total","Both Sexes","The Hague","City proper","Estimate - de jure","Final figure, complete","2009","481864",""
"Netherlands","2009","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2009","203464",""
"Netherlands","2009","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","225930",""
"Netherlands","2009","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2009","299891",""
"Netherlands","2009","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","434697",""
"Netherlands","2009","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2009","144055",""
"Netherlands","2009","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2009","120881",""
"Netherlands","2009","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2009","117703",""
"Netherlands","2009","Total","Both Sexes","Zwolle","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","117703",""
"Netherlands","2008","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2008","183270",""
"Netherlands","2008","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2008","141211",""
"Netherlands","2008","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","169751",""
"Netherlands","2008","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2008","747093",""
"Netherlands","2008","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","1028261",""
"Netherlands","2008","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2008","155108",""
"Netherlands","2008","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2008","143582",""
"Netherlands","2008","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","145093",""
"Netherlands","2008","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2008","170960",""
"Netherlands","2008","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2008","118182",""
"Netherlands","2008","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","235596",""
"Netherlands","2008","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2008","107686",""
"Netherlands","2008","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2008","210333",""
"Netherlands","2008","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","323514",""
"Netherlands","2008","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2008","109151",""
"Netherlands","2008","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2008","154753",""
"Netherlands","2008","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","138478",""
"Netherlands","2008","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2008","182484",""
"Netherlands","2008","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","201190",""
"Netherlands","2008","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2008","147640",""
"Netherlands","2008","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","190139",""
"Netherlands","2008","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2008","140648",""
"Netherlands","2008","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","206495",""
"Netherlands","2008","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2008","116878",""
"Netherlands","2008","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","249662",""
"Netherlands","2008","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2008","118004",""
"Netherlands","2008","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2008","161251",""
"Netherlands","2008","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2008","582951",""
"Netherlands","2008","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","984603",""
"Netherlands","2008","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","621139",""
"Netherlands","2008","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2008","136481",""
"Netherlands","2008","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","161818",""
"Netherlands","2008","Total","Both Sexes","The Hague","City proper","Estimate - de jure","Final figure, complete","2008","475681",""
"Netherlands","2008","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2008","202091",""
"Netherlands","2008","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","224410",""
"Netherlands","2008","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2008","294737",""
"Netherlands","2008","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","429244",""
"Netherlands","2008","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2008","142863",""
"Netherlands","2008","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2008","119504",""
"Netherlands","2008","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2008","116365",""
"Netherlands","2007","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2007","180924","19"
"Netherlands","2007","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2007","139054","19"
"Netherlands","2007","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","167664",""
"Netherlands","2007","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2007","742884","19"
"Netherlands","2007","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","1022487",""
"Netherlands","2007","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2007","155564","19"
"Netherlands","2007","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2007","142569","19"
"Netherlands","2007","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","144096",""
"Netherlands","2007","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2007","170349","19"
"Netherlands","2007","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2007","118541","19"
"Netherlands","2007","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","235811",""
"Netherlands","2007","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2007","107500","19"
"Netherlands","2007","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2007","209699","19"
"Netherlands","2007","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","322633",""
"Netherlands","2007","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2007","108832","19"
"Netherlands","2007","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2007","154476","19"
"Netherlands","2007","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","139293",""
"Netherlands","2007","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2007","181613","19"
"Netherlands","2007","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","200422",""
"Netherlands","2007","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2007","146960","19"
"Netherlands","2007","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","189563",""
"Netherlands","2007","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2007","138255","19"
"Netherlands","2007","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","207762",""
"Netherlands","2007","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2007","117485","19"
"Netherlands","2007","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","249480",""
"Netherlands","2007","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2007","119038","19"
"Netherlands","2007","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2007","160907","19"
"Netherlands","2007","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2007","584058","19"
"Netherlands","2007","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","985950",""
"Netherlands","2007","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","619414",""
"Netherlands","2007","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2007","135648","19"
"Netherlands","2007","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","160887",""
"Netherlands","2007","Total","Both Sexes","The Hague","City proper","Estimate - de jure","Final figure, complete","2007","473941","19"
"Netherlands","2007","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2007","201259","19"
"Netherlands","2007","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","223343",""
"Netherlands","2007","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2007","288401","19"
"Netherlands","2007","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","423153",""
"Netherlands","2007","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2007","141402","19"
"Netherlands","2007","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2007","118024","19"
"Netherlands","2007","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2007","114635","19"
"Netherlands","2006","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2006","178466","19"
"Netherlands","2006","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2006","136999","19"
"Netherlands","2006","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","165888",""
"Netherlands","2006","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2006","743079","19"
"Netherlands","2006","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","1021254",""
"Netherlands","2006","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2006","156051","19"
"Netherlands","2006","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2006","142195","19"
"Netherlands","2006","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","143697",""
"Netherlands","2006","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2006","169709","19"
"Netherlands","2006","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2006","118821","19"
"Netherlands","2006","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","245482",""
"Netherlands","2006","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2006","107048","19"
"Netherlands","2006","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2006","209172","19"
"Netherlands","2006","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","322410",""
"Netherlands","2006","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2006","108589","19"
"Netherlands","2006","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2006","154377","19"
"Netherlands","2006","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","140230",""
"Netherlands","2006","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2006","180729","19"
"Netherlands","2006","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","199836",""
"Netherlands","2006","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2006","147015","19"
"Netherlands","2006","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","189639",""
"Netherlands","2006","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2006","135136","19"
"Netherlands","2006","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","209634",""
"Netherlands","2006","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2006","118069","19"
"Netherlands","2006","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","249769",""
"Netherlands","2006","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2006","120175","19"
"Netherlands","2006","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2006","159522","19"
"Netherlands","2006","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2006","588697","19"
"Netherlands","2006","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","991578",""
"Netherlands","2006","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2006","134717","19"
"Netherlands","2006","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","159952",""
"Netherlands","2006","Total","Both Sexes","The Hague","City proper","Estimate - de jure","Final figure, complete","2006","475627","19"
"Netherlands","2006","Total","Both Sexes","The Hague","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","621512",""
"Netherlands","2006","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2006","200380","19"
"Netherlands","2006","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","222526",""
"Netherlands","2006","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2006","280949","19"
"Netherlands","2006","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2006","416093",""
"Netherlands","2006","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2006","140270","19"
"Netherlands","2006","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2006","116979","19"
